날짜,품번,품목군,품목,코업,포승,포승이고,청호,한라,진성,청호이고,해드림,그린써브케이탑,본사,직송,재고합계,당월출고수량,직전출고수량,일일소비량,7일활동소비량,7일실질소비량,안전재고,상태,최소재고,최대재고,긴급발생횟수,긴급발생비율,재고_커버리지,소비_급증률,유형_분류,위험점수,위험등급
2026. 1. 29,21516,e. 가공식품,바닐라빈 50g,0.00,,,,,,,,,137.00,,137.00,108.00,0,108.00,0.00,15.43,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,즉시보충,0.00,여유
2026. 1. 29,21517,e. 가공식품,바닐라빈 25g,0.00,,,,,,,,,279.00,,279.00,3.00,0,3.00,0.00,0.43,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,즉시보충,0.00,여유
2026. 2. 1,10401,a. 이스트(제조),생이스트 500g,278.03,"1,083.00",440.00,,,,,,1.00,,,"1,362.03",302.93,0,302.93,0.00,43.28,2856.56,긴급,144.93,"1,286.83",34,89.47%,6.42,0.00%,여유재고,25.68,여유
2026. 2. 1,10402,a. 이스트(제조),생이스트 15kg,0.00,180.00,,,,,,,,,,180.00,0.00,0,0.00,0.00,38.57,135.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,즉시보충,0.00,여유
2026. 2. 1,10405,a. 이스트(제조),생이스트 (냉동생지) 500g,2.00,,,,,,,,,,,2.00,0.00,0,0.00,0.00,12.29,43.00,긴급,0.95,25.00,26,68.42%,0.16,0.00%,즉시보충,320.83,즉시처리
2026. 2. 1,10714,a. 이스트(제조),제니코 인스턴트이스트 5kg,36.25,70.00,,,,,,,,,,106.25,3.00,0,3.00,0.00,17.86,61.00,주의,27.25,39.25,1,2.63%,2.03,0.00%,여유재고,25.16,여유
2026. 2. 1,26102,a. 이스트(제조),인스턴트이스트 4g (2000),0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 2. 1,21323,a. 이스트,글로리팡 생이스트 500g,668.90,,,,,,,,,,,668.90,69.00,0,69.00,0.00,256.15,862.03,주의,39.00,737.90,19,50.00%,2.61,0.00%,여유재고,29.15,여유
2026. 2. 1,21347,a. 이스트,글로리팡 생이스트 벌크 20kg,80.00,,,,,,,,,,,80.00,0.00,0,0.00,0.00,108.57,380.00,긴급,40.00,360.00,10,26.32%,0.74,0.00%,즉시보충,73.12,주의
2026. 2. 1,21340,a. 이스트,레드스타 생이스트 500g,66.00,,,,,,,,,,,66.00,30.00,0,30.00,0.00,53.13,170.95,주의,3.00,151.00,21,55.26%,1.24,0.00%,즉시보충,51.30,주의
2026. 2. 1,21343,a. 이스트,레드스타 생이스트 벌크 10kg,720.00,,,,,,,,,,,720.00,40.00,0,40.00,0.00,354.29,1220.00,주의,150.00,993.00,8,21.05%,2.03,0.00%,여유재고,28.81,여유
2026. 2. 1,21501,a. 이스트,냉동건조효모 (하이론댈) 골드라벨,558.00,,,,"1,446.00",,,,46.00,,,"2,050.00",119.00,0,119.00,0.00,376.82,1259.38,주의,208.75,"2,314.50",8,21.05%,1.48,0.00%,즉시보충,37.98,여유
2026. 2. 1,21502,a. 이스트,냉동건조효모 (하이론댈),224.50,200.00,,,,,,,,,,424.50,19.00,0,19.00,0.00,88.11,298.88,주의,61.50,796.00,4,10.53%,2.55,0.00%,여유재고,21.73,여유
2026. 2. 1,21301,a. 이스트,사프 인스턴트이스트 500g (R),622.35,"2,816.00",88.00,,,,,,,,,"3,438.35",83.00,0,83.00,0.00,490.39,1674.85,주의,44.35,857.35,31,81.58%,1.27,0.00%,즉시보충,55.71,주의
2026. 2. 1,21302,a. 이스트,사프 인스턴트이스트 500g (G),616.85,"1,320.00",88.00,,,,,,,,,"1,936.85",295.00,0,295.00,0.00,429.89,1357.10,주의,134.60,"1,312.60",11,28.95%,1.43,0.00%,즉시보충,40.63,여유
2026. 2. 1,21303,a. 이스트,사프 인스턴트이스트 125g (R),136.17,658.00,,,,,,,,,,794.17,30.00,0,30.00,0.00,26.71,78.50,정상,26.17,170.17,1,2.63%,5.10,0.00%,여유재고,10.34,여유
2026. 2. 1,21305,a. 이스트,사프 인스턴트이스트 10kg (R),227.00,720.00,,,,,,,,,,947.00,0.00,0,0.00,0.00,107.29,375.50,주의,82.00,262.00,1,2.63%,2.12,0.00%,여유재고,24.16,여유
2026. 2. 1,21307,a. 이스트,사프 인스탄트이스트 10kg (R) (KKD),0.00,"1,577.00",,,,,,,,,,"1,577.00",0.00,0,0.00,0.00,0.00,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 2. 1,21329,a. 이스트,사프 트레디지 400g,53.75,,,,,,,,,1.00,,54.75,1.00,0,1.00,0.00,0.86,2.50,정상,45.75,54.75,1,2.63%,62.71,0.00%,여유재고,1.32,여유
2026. 2. 1,21332,a. 이스트,리벤도 비디100 500g,26.00,,,,,,,,,1.40,,27.40,0.00,0,0.00,0.00,0.14,0.50,정상,20.00,26.00,1,2.63%,182.00,0.00%,여유재고,0.80,여유
2026. 2. 1,21311,a. 이스트,엔젤 인스턴트이스트-고당 500g,82.35,"1,000.00",100.00,,,,,,,,,"1,082.35",4.90,0,4.90,0.00,50.39,173.93,주의,82.35,275.15,1,2.63%,1.63,0.00%,즉시보충,31.12,여유
2026. 2. 1,21312,a. 이스트,엔젤 인스턴트이스트-저당 500g,164.00,"1,500.00",,,,,,,,,,"1,664.00",92.05,0,92.05,0.00,101.57,309.48,주의,91.05,326.80,3,7.89%,1.61,0.00%,즉시보충,32.55,여유
2026. 2. 1,21313,a. 이스트,엔젤 인스턴트이스트-저당 10kg,190.00,"2,000.00",,,,,,,,,,"2,190.00",0.00,0,0.00,0.00,28.71,100.50,정상,90.00,290.00,1,2.63%,6.62,0.00%,여유재고,8.08,여유
2026. 2. 1,21322,a. 이스트,엔젤 와인이스트 500g,0.00,,,,,,,,,6.25,,6.25,0.00,0,0.00,0.00,0.14,0.50,긴급,0.00,0.00,38,100.00%,0.00,0.00%,즉시보충,0.00,여유
2026. 2. 1,21318,b. 엑기스,엔젤 이스트엑기스분말,105.00,710.00,,,,,,,,,,815.00,0.00,0,0.00,0.00,10.14,35.50,정상,46.00,105.00,21,55.26%,10.35,0.00%,여유재고,15.88,여유
2026. 2. 1,10605,b. 엑기스(제조),불활성건조효모,39.00,389.00,,,,,,,,,,428.00,8.00,0,8.00,0.00,17.26,56.40,주의,22.00,47.00,1,2.63%,2.26,0.00%,여유재고,22.65,여유
2026. 2. 1,21228,b. 엑기스,스프링거 우마미 AA,28.00,,,,,,,,,,,28.00,0.00,0,0.00,0.00,0.14,0.50,정상,14.00,28.00,1,2.63%,196.00,0.00%,여유재고,0.78,여유
2026. 2. 1,21020,c. 베이커리믹스,강력분 밀가루 20kg,511.00,,,264.00,,,,,,,,775.00,33.00,0,33.00,0.00,76.00,249.50,정상,104.00,912.00,2,5.26%,6.72,0.00%,여유재고,8.49,여유
2026. 2. 1,21021,c. 베이커리믹스,박력분 밀가루 20kg,311.00,,,,,,,,,,,311.00,0.00,0,0.00,0.00,36.29,127.00,정상,82.00,387.00,1,2.63%,8.57,0.00%,여유재고,6.36,여유
2026. 2. 1,21023,c. 베이커리믹스,트레일블레이저 밀가루 22.68kg,313.00,,,715.00,,,,,,,,"1,028.00",80.00,0,80.00,0.00,48.57,130.00,정상,98.00,428.00,1,2.63%,6.44,0.00%,여유재고,8.29,여유
2026. 2. 1,21601,c. 베이커리믹스,베이킹파우더 300g,275.86,,,,,,,,17.00,,,292.86,6.00,0,6.00,0.00,73.45,254.08,정상,275.86,536.88,1,2.63%,3.76,0.00%,여유재고,13.84,여유
2026. 2. 1,21600,c. 베이커리믹스,베이킹파우더 20kg,257.00,,,,,,,,,,,257.00,20.00,0,20.00,0.00,118.57,405.00,주의,254.00,582.00,1,2.63%,2.17,0.00%,여유재고,23.59,여유
2026. 2. 1,21604,c. 베이커리믹스,베이킹파우더 포뮬러 (2) 300g,371.38,,,,,,,,0.50,,,371.88,74.00,0,74.00,0.00,144.00,467.00,주의,358.38,967.38,1,2.63%,2.58,0.00%,여유재고,19.91,여유
2026. 2. 1,21603,c. 베이커리믹스,베이킹파우더 포뮬러 (2) 20kg,255.00,,,,,,,,,,,255.00,52.00,0,52.00,0.00,34.57,95.00,정상,119.00,425.00,1,2.63%,7.38,0.00%,여유재고,7.31,여유
2026. 2. 1,21609,c. 베이커리믹스,베이킹파우더 플러스 20kg,124.00,,,,,,,,,,,124.00,0.00,0,0.00,0.00,57.29,200.50,주의,124.00,373.00,1,2.63%,2.16,0.00%,여유재고,23.63,여유
2026. 2. 1,21606,c. 베이커리믹스,베이킹파우더 A-300 20kg,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,14.29,50.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,즉시보충,0.00,여유
2026. 2. 1,21635,c. 베이커리믹스,S-2000 500g,107.91,,,,,,,,,,,107.91,3.00,0,3.00,0.00,14.86,50.51,정상,36.91,115.91,1,2.63%,7.26,0.00%,여유재고,7.41,여유
2026. 2. 1,21636,c. 베이커리믹스,S-2000 10kg,159.00,,,,,,,,,,,159.00,0.00,0,0.00,0.00,11.14,39.00,정상,23.00,182.00,1,2.63%,14.27,0.00%,여유재고,4.03,여유
2026. 2. 1,21634,c. 베이커리믹스,S-2000 (GOLD) 500g,82.76,,,,,,,,,,,82.76,14.00,0,14.00,0.00,25.71,83.00,주의,42.76,128.76,1,2.63%,3.22,0.00%,여유재고,16.06,여유
2026. 2. 1,21633,c. 베이커리믹스,S-2000 (GOLD) 10kg,144.00,,,,,,,,,,,144.00,15.00,0,15.00,0.00,17.29,53.00,정상,93.00,200.00,1,2.63%,8.33,0.00%,여유재고,6.53,여유
2026. 2. 1,21655,c. 베이커리믹스,이스트후드 20kg,35.00,,,,,,,,,,,35.00,0.00,0,0.00,0.00,5.71,20.00,정상,31.00,82.00,1,2.63%,6.13,0.00%,여유재고,8.69,여유
2026. 2. 1,21685,c. 베이커리믹스,크라프트 플러스 (2) 3kg,196.80,,,,,,,,,,,196.80,4.00,0,4.00,0.00,15.43,52.00,정상,88.80,430.80,1,2.63%,12.76,0.00%,여유재고,4.45,여유
2026. 2. 1,24026,c. 베이커리믹스,슐로스브로트 25kg,0.00,185.00,,,,,,,,,,185.00,0.00,0,0.00,0.00,0.00,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 2. 1,21133,d. 유제품,"골드라벨 휘핑크림 오리지날 1,030g*12ea",96.42,,,,,,,,,,,96.42,32.00,0,32.00,0.00,97.00,323.50,긴급,58.92,140.92,32,84.21%,0.99,0.00%,즉시보충,67.14,주의
2026. 2. 1,21134,d. 유제품,"골드라벨 휘핑크림 무향 1,030g*12ea",29.33,,,,,,,,,,,29.33,5.00,0,5.00,0.00,10.14,33.00,주의,18.00,53.00,1,2.63%,2.89,0.00%,여유재고,17.82,여유
2026. 2. 1,21121,d. 유제품,골드라벨 휘핑크림 밀크향 (NEW),37.00,,,,,,,,,,,37.00,0.00,0,0.00,0.00,4.43,15.50,정상,10.00,37.00,1,2.63%,8.35,0.00%,여유재고,6.51,여유
2026. 2. 1,21127,d. 유제품,RPC 프로패셔널 휘핑크림,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,3.71,13.00,긴급,2.00,12.00,31,81.58%,0.00,0.00%,즉시보충,0.00,여유
2026. 2. 1,21132,d. 유제품,RPC 데어리블랜드 쿠킹크림,24.00,,,,,,,,,,,24.00,0.00,0,0.00,0.00,10.14,35.50,주의,11.00,33.00,23,60.53%,2.37,0.00%,여유재고,33.24,여유
2026. 2. 1,21135,d. 유제품,제니코식품/리치 쿠킹 크림 1L*12ea,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.29,1.00,긴급,1.00,1.00,16,42.11%,0.00,0.00%,즉시보충,0.00,여유
2026. 2. 1,21122,d. 유제품,푸어앤휩 (레드) 휘핑크림,11.00,,,,,,,,,,,11.00,5.00,0,5.00,0.00,4.14,12.00,주의,2.00,23.00,6,15.79%,2.66,0.00%,여유재고,21.99,여유
2026. 2. 1,21120,d. 유제품,온탑 휘핑크림,65.00,,,,,,,,,,,65.00,0.00,0,0.00,0.00,24.86,87.00,주의,5.00,140.00,7,18.42%,2.61,0.00%,여유재고,22.81,여유
2026. 2. 1,21110,d. 유제품,베르사띠 휘핑크림 1L,11.00,,,,,,,,,,,11.00,0.00,0,0.00,0.00,3.71,13.00,주의,6.00,16.00,1,2.63%,2.96,0.00%,여유재고,17.41,여유
2026. 2. 1,21117,d. 유제품,AERO TOP 휘핑크림,12.00,,,,,,,,,,,12.00,0.00,0,0.00,0.00,4.86,17.00,주의,2.00,27.00,12,31.58%,2.47,0.00%,여유재고,26.55,여유
2026. 2. 1,21126,d. 유제품,달럽 프라이드 휘핑크림,29.00,,,,,,,,,,,29.00,0.00,0,0.00,0.00,0.00,0.00,정상,9.00,29.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 2. 1,23045,d. 유제품,비앙카 골드 크림치즈 1.36kg,594.40,,,,374.00,,,,,,,968.40,56.00,0,56.00,0.00,161.87,538.55,정상,279.40,945.40,1,2.63%,3.67,0.00%,여유재고,14.14,여유
2026. 2. 1,23016,d. 유제품,비앙카 골드 크림치즈 벌크 13.6kg,547.00,,,,822.00,,,,,,,"1,369.00",258.00,0,258.00,0.00,332.00,1033.00,주의,345.00,"1,902.00",1,2.63%,1.65,0.00%,즉시보충,30.87,여유
2026. 2. 1,23126,d. 유제품,헤리티지 크림치즈 1.36kg,155.00,,,315.00,,,,,2.40,,,472.40,27.00,0,27.00,0.00,45.27,144.95,정상,94.00,477.90,1,2.63%,3.42,0.00%,여유재고,15.13,여유
2026. 2. 1,23015,d. 유제품,헤리티지 벌크 크림치즈 13.6kg,187.00,,,670.00,,,,,,,,857.00,51.00,0,51.00,0.00,48.57,144.50,정상,165.00,386.00,1,2.63%,3.85,0.00%,여유재고,13.51,여유
2026. 2. 1,22992,d. 유제품,워남불 크림치즈 2kg (썬골드),62.83,,,,,,,,,,,62.83,2.00,0,2.00,0.00,35.14,122.00,주의,9.83,66.00,35,92.11%,1.79,0.00%,즉시보충,46.39,여유
2026. 2. 1,22991,d. 유제품,워남불 크림치즈 10kg,553.00,,,,"4,032.00",,,,,,,"4,585.00",370.00,0,370.00,0.00,341.29,1009.50,주의,286.00,"1,860.00",2,5.26%,1.62,0.00%,즉시보충,31.91,여유
2026. 2. 1,23012,d. 유제품,폴리 크림치즈 1.36kg,590.40,,,745.00,504.00,,,,,,,"1,839.40",55.00,0,55.00,0.00,145.10,480.35,정상,338.40,"1,129.90",1,2.63%,4.07,0.00%,여유재고,12.81,여유
2026. 2. 1,23014,d. 유제품,폴리 크림치즈 벌크 13.6kg,263.00,,,,,,,,,,,263.00,15.00,0,15.00,0.00,76.29,259.50,정상,7.00,850.00,7,18.42%,3.45,0.00%,여유재고,18.19,여유
2026. 2. 1,24003,d. 유제품,폴리 컵포션치즈 28g,408.87,,,144.00,,,,,14.00,,,566.87,1.00,0,1.00,0.00,62.49,218.20,정상,30.47,408.87,3,7.89%,6.54,0.00%,여유재고,9.22,여유
2026. 2. 1,23954,d. 유제품,라스카스 크림치즈 1.36kg,822.80,,,"1,831.00",,,,,,,,"2,653.80",73.00,0,73.00,0.00,158.73,519.05,정상,264.70,923.70,1,2.63%,5.18,0.00%,여유재고,10.17,여유
2026. 2. 1,24081,d. 유제품,뉴샤텔 크림치즈 벌크 13.6kg,469.00,,,"1,540.00",,,,,,,,"2,009.00",0.00,0,0.00,0.00,119.29,417.50,정상,126.00,780.00,2,5.26%,3.93,0.00%,여유재고,13.77,여유
2026. 2. 1,23996,d. 유제품,제니코 까망베르 크림치즈 1kg,53.90,,,,,,,,,,,53.90,2.00,0,2.00,0.00,5.57,18.50,정상,31.60,75.50,1,2.63%,9.67,0.00%,여유재고,5.69,여유
2026. 2. 1,24083,d. 유제품,슈라이버 슬라이스 치즈 120P,"1,157.00",,,"4,269.00",,,,,6.00,,,"5,432.00",26.00,0,26.00,0.00,256.18,883.63,정상,364.25,"1,196.50",1,2.63%,4.52,0.00%,여유재고,11.60,여유
2026. 2. 1,24082,d. 유제품,슈라이버 슬라이스 치즈 184P,982.25,,,"1,433.00",,,,,15.00,,,"2,430.25",70.00,0,70.00,0.00,251.29,844.50,정상,245.75,985.00,4,10.53%,3.91,0.00%,여유재고,14.90,여유
2026. 2. 1,24084,d. 유제품,슈라이버 스위스 슬라이스 치즈 120P,498.50,,,600.00,,,,,15.00,,,"1,113.50",83.50,0,83.50,0.00,74.82,220.13,정상,127.50,537.25,1,2.63%,6.66,0.00%,여유재고,8.03,여유
2026. 2. 1,24091,d. 유제품,슈라이버 컵포션 21g,329.20,,,144.00,,,,,40.00,,,513.20,0.00,0,0.00,0.00,25.63,89.70,정상,131.00,329.20,1,2.63%,12.85,0.00%,여유재고,4.42,여유
2026. 2. 1,23939,d. 유제품,마스카포네 (엘다) 500g,40.83,,,,,,,,,,,40.83,11.00,0,11.00,0.00,19.74,63.58,주의,4.00,74.33,17,44.74%,2.07,0.00%,여유재고,33.12,여유
2026. 2. 1,23017,d. 유제품,체다 다이스치즈 2.27kg,31.50,798.00,,,,,,,,,,829.50,7.00,0,7.00,0.00,24.57,82.50,주의,19.00,401.25,3,7.89%,1.28,0.00%,즉시보충,40.58,여유
2026. 2. 1,23019,d. 유제품,고다 다이스치즈 2.27kg,63.75,69.00,,,,,,,,,,132.75,1.00,0,1.00,0.00,4.18,14.13,정상,25.25,94.25,1,2.63%,15.26,0.00%,여유재고,3.80,여유
2026. 2. 1,23020,d. 유제품,몬테레이잭 다이스치즈 2.27kg,92.25,138.00,,,,,,,,,,230.25,6.25,0,6.25,0.00,5.14,14.88,정상,44.25,113.25,1,2.63%,17.94,0.00%,여유재고,3.31,여유
2026. 2. 1,26002,d. 유제품,크로아상 버터 플레이트 2kg,67.80,,,400.00,,,,,,,,467.80,3.00,0,3.00,0.00,27.11,93.40,주의,33.80,430.60,1,2.63%,2.50,0.00%,여유재고,20.52,여유
2026. 2. 1,25015,d. 유제품,시앤오 데어리브랜드 (버터 79%),130.00,,,,,,,,,,,130.00,3.00,0,3.00,0.00,16.43,56.00,정상,13.00,613.00,1,2.63%,7.91,0.00%,여유재고,6.84,여유
2026. 2. 1,25025,d. 유제품,UDA버터 (미국산) 25kg,441.00,,,"1,597.00",,,,,,,,"2,038.00",26.00,0,26.00,0.00,96.71,325.50,정상,12.00,659.00,3,7.89%,4.56,0.00%,여유재고,12.54,여유
2026. 2. 1,26016,d. 유제품,락틱 컴파운드 버터 12.5kg,98.00,"1,916.00",,,,,,,,,,"2,014.00",16.00,0,16.00,0.00,37.43,123.00,주의,16.00,315.00,2,5.26%,2.62,0.00%,여유재고,20.15,여유
2026. 2. 1,25026,d. 유제품,HDM 락틱 버터25KG,138.00,190.00,,,,,,,,,,328.00,0.00,0,0.00,0.00,8.71,30.50,정상,71.00,255.00,1,2.63%,15.84,0.00%,여유재고,3.68,여유
2026. 2. 1,25018,d. 유제품,UELZENA 마르켄 버터 10kg,447.00,"2,400.00",,,"3,396.00",,,,,,,"6,243.00",40.00,0,40.00,0.00,335.00,1152.50,주의,119.00,"1,338.00",6,15.79%,1.33,0.00%,즉시보충,40.63,여유
2026. 2. 1,26006,d. 유제품,UELZENA 마르켄 스틱버터 2.5kg,0.00,573.00,,"1,760.00",,,,,,,,"2,333.00",0.00,0,0.00,0.00,114.29,400.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,즉시보충,0.00,여유
2026. 2. 1,26010,d. 유제품,UELZENA 마르켄 포션버터 10g*200ea,266.00,360.00,,,,,,,4.00,,,630.00,0.00,0,0.00,0.00,13.30,46.55,정상,87.00,447.00,1,2.63%,20.00,0.00%,여유재고,3.03,여유
2026. 2. 1,24986,d. 유제품,발렌타인 포션버터 7g,0.00,,,,,,,,,,,0.00,2.00,0,2.00,0.00,0.86,2.00,긴급,2.00,2.00,29,76.32%,0.00,0.00%,즉시보충,0.00,여유
2026. 2. 1,24987,d. 유제품,발렌타인 포션버터 10g,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 2. 1,24094,d. 유제품,SD 컴퍼니 모짜렐라 치즈 2.5kg*4ea,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,28.57,100.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,즉시보충,0.00,여유
2026. 2. 1,23144,d. 유제품,제니코 에멘탈 프라임 골드 1KG,2.63,,,,,,,,,,,2.63,0.00,0,0.00,0.00,11.14,39.00,긴급,2.63,125.88,2,5.26%,0.24,0.00%,즉시보충,213.30,즉시처리
2026. 2. 1,23124,d. 유제품,팬시 파마산 슈레드치즈 907g,143.42,,,313.00,,,,,,,,456.42,22.17,0,22.17,0.00,34.10,108.25,정상,22.58,197.50,3,7.89%,4.21,0.00%,여유재고,13.47,여유
2026. 2. 1,23141,d. 유제품,콜비잭 슈레드 치즈,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.30,1.06,긴급,0.00,0.00,38,100.00%,0.00,0.00%,즉시보충,0.00,여유
2026. 2. 1,24096,d. 유제품,콜비잭치즈 슬라이스(21g),0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,55.36,193.75,긴급,2.00,320.00,25,65.79%,0.00,0.00%,즉시보충,0.00,여유
2026. 2. 1,23103,d. 유제품,제니코 피자치즈 N50 2.5kg,242.00,,,,,,,,,,,242.00,38.00,0,38.00,0.00,28.43,80.50,정상,50.00,247.00,1,2.63%,8.51,0.00%,여유재고,6.40,여유
2026. 2. 1,23104,d. 유제품,제니코 피자토핑프라임 2.5kg,66.00,,,,,,,,,,,66.00,0.00,0,0.00,0.00,4.71,16.50,정상,16.00,87.75,1,2.63%,14.00,0.00%,여유재고,4.10,여유
2026. 2. 1,23112,d. 유제품,제니코 모짜체다 슈레드 치즈 2.5kg,108.00,,,,,,,,,,,108.00,0.00,0,0.00,0.00,12.14,42.50,정상,28.00,128.00,1,2.63%,8.89,0.00%,여유재고,6.15,여유
2026. 2. 1,23145,d. 유제품,옐로우 슈레드 치즈 2.5kg (냉장),0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,58.14,203.50,긴급,30.00,150.00,9,23.68%,0.00,0.00%,즉시보충,0.00,여유
2026. 2. 1,23118,d. 유제품,제니코 모짜 슬라이스(냉동) 18g 1kg*3ea,70.67,,,,,,,,,,,70.67,0.00,0,0.00,0.00,91.57,320.50,긴급,0.67,373.00,16,42.11%,0.77,0.00%,즉시보충,73.21,주의
2026. 2. 1,23100,d. 유제품,제니코 모짜프라임 골드 2.5kg,"1,369.75",,,,,,,,,,,"1,369.75",203.00,0,203.00,0.00,327.00,1043.00,정상,235.00,"1,727.75",7,18.42%,4.19,0.00%,여유재고,15.62,여유
2026. 2. 1,23101,d. 유제품,제니코 모짜프라임 500 2.5kg,225.25,,,,,,,,,,,225.25,6.00,0,6.00,0.00,34.71,118.50,정상,104.00,339.00,1,2.63%,6.49,0.00%,여유재고,8.23,여유
2026. 2. 1,23120,d. 유제품,프리미엄 모짜렐라 (냉장) 2.5kg,109.00,,,,,,,,,,,109.00,15.00,0,15.00,0.00,72.86,247.50,주의,6.00,221.00,6,15.79%,1.50,0.00%,즉시보충,36.58,여유
2026. 2. 1,23134,d. 유제품,제니코 피자치즈 냉장 (독일산) 2.5kg,100.50,,,,,,,,,,,100.50,0.00,0,0.00,0.00,28.64,100.25,정상,89.50,194.50,10,26.32%,3.51,0.00%,여유재고,19.51,여유
2026. 2. 1,23129,d. 유제품,모짜렐라치즈 오리지날 2.5kg,0.00,,,,,,,,,,,0.00,5.00,0,5.00,0.00,20.86,70.50,긴급,5.00,161.00,5,13.16%,0.00,0.00%,즉시보충,0.00,여유
2026. 2. 1,23140,d. 유제품,사푸토 모짜 2.77kg*8ea,28.75,189.00,,,,,,,,,,217.75,0.00,0,0.00,0.00,11.43,40.00,주의,12.75,81.75,3,7.89%,2.52,0.00%,여유재고,21.45,여유
2026. 2. 1,23143,d. 유제품,칼라 체다 프라임 골드 2.5kg,10.50,,,,,,,,,,,10.50,7.00,0,7.00,0.00,42.89,146.63,긴급,6.50,279.75,9,23.68%,0.24,0.00%,즉시보충,208.99,즉시처리
2026. 2. 1,23131,d. 유제품,제니코 모짜렐라 점보치즈스틱 2kg,45.00,,,,,,,,,,,45.00,0.00,0,0.00,0.00,5.00,17.50,정상,32.00,100.00,3,7.89%,9.00,0.00%,여유재고,7.13,여유
2026. 2. 1,23123,d. 유제품,아리바 슈프림 모짜렐라 1kg,48.00,,,,,,,,,,,48.00,20.00,0,20.00,0.00,8.57,20.00,정상,18.00,118.00,1,2.63%,5.60,0.00%,여유재고,9.45,여유
2026. 2. 1,23132,d. 유제품,아리바 베이커리롤치즈 1kg,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,15.00,52.50,긴급,0.00,0.00,38,100.00%,0.00,0.00%,즉시보충,0.00,여유
2026. 2. 1,23142,d. 유제품,비앙카 체다 슬라이스 2kg,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,35.71,125.00,긴급,124.50,125.00,21,55.26%,0.00,0.00%,즉시보충,0.00,여유
2026. 2. 1,23968,d. 유제품,체다 슬라이스 100P 1.8kg,132.25,,,,,,,,,,,132.25,18.00,0,18.00,0.00,39.71,130.00,정상,96.25,280.00,1,2.63%,3.33,0.00%,여유재고,15.54,여유
2026. 2. 1,23962,d. 유제품,베이커리 슬라이스 치즈 1.8kg,2.75,,,,,,,,,,,2.75,2.00,0,2.00,0.00,31.57,109.50,긴급,0.50,142.75,10,26.32%,0.09,0.00%,즉시보충,579.29,즉시처리
2026. 2. 1,24090,d. 유제품,엠보그 버거 슬라이스 (화이트) 84P,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,2.00,7.00,긴급,2.00,2.00,37,97.37%,0.00,0.00%,즉시보충,0.00,여유
2026. 2. 1,20551,e. 가공식품,제니코 켄터키후랑크 1kg,131.20,,,,,,,,,,,131.20,16.00,0,16.00,0.00,71.59,242.55,주의,10.20,155.20,18,47.37%,1.83,0.00%,즉시보충,36.75,여유
2026. 2. 1,22175,e. 가공식품,오징어먹물 색소 500g,612.83,,,,,,,,,,,612.83,32.00,0,32.00,0.00,25.14,72.00,정상,384.00,645.83,1,2.63%,24.37,0.00%,여유재고,2.58,여유
2026. 2. 1,20905,e. 가공식품,마리네이티드 세그먼트 토마토 (1/4컷) 1kg,78.50,,,,,,,,,,,78.50,5.00,0,5.00,0.00,27.74,94.60,주의,1.00,218.00,7,18.42%,2.83,0.00%,여유재고,21.35,여유
2026. 2. 1,20906,e. 가공식품,마리네이티드 체리 토마토 (하프컷) 1kg,93.70,,,,,,,2.00,,,,95.70,13.00,0,13.00,0.00,15.59,48.05,정상,8.70,207.70,6,15.79%,6.01,0.00%,여유재고,11.47,여유
2026. 2. 1,20907,e. 가공식품,냉동 블루베리 1kg,159.80,,,,,,,,,,,159.80,2.00,0,2.00,0.00,18.57,64.00,정상,34.80,224.80,1,2.63%,8.60,0.00%,여유재고,6.34,여유
2026. 2. 1,21515,e. 가공식품,바닐라빈 250g,0.00,,,,,,,,,31.00,,31.00,2.00,0,2.00,0.00,2.14,6.50,긴급,0.00,0.00,38,100.00%,0.00,0.00%,즉시보충,0.00,여유
